종가,52주최고,고점대비%,신고가갱신,OBV위치%,5일수익%,20일수익%,거래량배수,20일선위,60일선위,데이터일수,A_신고가임박,B_OBV신고가,C_연속양봉,티커,종목명,시총(억),거래대금(억)
324500.0,696000.0,-53.38,False,35.5,-4.98,-22.0,0.29,False,False,323,False,False,False,214450,파마리서치,34052.07132,84.25468
113400.0,133200.0,-14.86,False,80.8,-0.87,-1.05,0.26,False,True,323,True,False,False,078930,GS,104786.11836,84.731698
63500.0,129400.0,-50.93,False,82.6,5.13,2.42,0.4,False,False,323,False,False,False,440110,파두,31670.169064,83.2911965
35050.0,50400.0,-30.46,False,88.1,7.85,25.18,0.53,True,True,323,False,False,False,004020,현대제철,46972.91632,84.0577905
27200.0,51300.0,-46.98,False,72.4,-2.33,27.1,1.37,True,True,323,False,False,True,023160,태광,7178.159655,82.852729
359000.0,792000.0,-54.67,False,34.1,-3.62,-10.36,0.37,False,False,323,False,False,False,004170,신세계,34097.10341,82.84085
25950.0,101700.0,-74.48,False,95.2,5.49,-13.21,6.06,False,False,323,False,False,False,389470,인벤티지랩,3493.27335,80.24076475
274500.0,306500.0,-10.44,False,75.7,-0.54,-4.02,0.28,False,True,323,True,False,False,192820,코스맥스,31438.13993,82.523915
183900.0,300500.0,-38.8,False,37.9,-4.47,0.33,0.44,False,False,323,False,False,False,071050,한국금융지주,102257.19532,82.2700525
12530.0,21100.0,-40.62,False,90.4,29.31,32.59,1.11,True,True,323,False,False,True,077360,덕산하이메탈,5611.469747,81.24901285
50400.0,79400.0,-36.52,False,42.4,-1.56,6.89,0.58,True,True,323,False,False,False,112610,씨에스윈드,21380.901321,78.36340675
